embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99
0.011062063,0.044576306,0.29658,-0.167613,-0.05171233,0.25258932,-0.090872824,0.1426431,-0.06896875,-0.0049251113,0.0035852727,0.09573411,0.2895062,0.077250406,0.15163174,-0.29298654,0.1728845,0.073220596,-0.3796352,0.13749251,0.20604488,-0.09136899,0.23834102,-0.02832422,0.24371593,-0.024114171,-0.23483652,-0.48983777,0.0961347,-0.06880768,-0.058396023,0.43576527,-0.05326334,0.12154862,-0.062158745,0.33253354,0.009492366,0.2827594,-0.01347725,-0.11708226,-0.48128724,-0.18037252,0.22639473,-0.34876466,-0.057882927,0.0064330394,0.28393608,-0.23713912,0.07690771,-0.6714013,0.044757415,-0.064815156,0.319311,1.0297538,-0.2099925,-2.2823408,-0.07094363,-0.27677062,1.2384537,0.4868421,-0.01854821,0.71289515,-0.23148327,0.17563699,0.6294515,-0.11783961,0.53341484,0.26836208,0.060638923,-0.12689756,-0.023363242,-0.22650002,-0.010205052,-0.34711966,0.12171713,0.117173344,-0.16785085,-0.07353643,-0.82545215,-0.017157149,0.47417918,0.1004499,-0.3933441,0.11877123,-1.2878169,-0.3591419,0.08227738,-0.12274225,-0.202227,-0.3837514,-0.025498461,-0.26331186,-0.04802205,0.18801361,-0.41606015,-0.029098168,-0.28573957,-0.27796075,0.29032123,0.120232016
-0.03389869,0.10771242,0.31452894,-0.18116948,-0.022468023,0.26993975,-0.14060812,0.10014473,-0.22163388,0.042479742,0.028806005,-0.0036333434,0.30228385,0.07240938,0.16554452,-0.2766234,0.18113941,0.010618326,-0.36021855,0.13224457,0.23948652,-0.017687911,0.25722897,-0.064537,0.265578,-0.124758236,-0.15384494,-0.43114737,0.052903306,-0.08864385,-0.03942002,0.43533504,-0.022604642,0.06715059,-0.014766403,0.30459985,-0.009780811,0.31956038,-0.024927277,-0.08070062,-0.40007403,-0.2313419,0.22794153,-0.33843562,-0.033874366,-0.028849019,0.22950318,-0.249699,0.007654948,-0.6686849,0.003943285,-0.10291357,0.20453568,1.0452684,-0.25435236,-2.2934217,-0.05876521,-0.2500346,1.3332748,0.46272382,-0.10290121,0.6760719,-0.19162305,0.16995023,0.6569485,-0.10707265,0.46824983,0.26441565,0.14658602,-0.119354025,-0.041598644,-0.20017481,-0.04770638,-0.34579748,0.104861386,0.10223263,-0.1560623,-0.034612395,-0.77551585,0.012841372,0.5384186,0.14536472,-0.4156542,0.107961506,-1.2503649,-0.28228465,0.0065961056,-0.06640044,-0.13947465,-0.36317644,-0.049808152,-0.25633246,-0.08520453,0.1989048,-0.5043852,0.027329672,-0.28081602,-0.25927845,0.44259173,0.20734377
-0.09014634,0.20573924,0.4006239,-0.24992913,-0.09331114,0.23114805,-0.18570516,0.14964828,0.0011532857,0.023001146,0.07812224,0.08814737,0.27138543,0.04639534,0.14459413,-0.27045003,0.1263039,0.15291926,-0.42648017,0.26535755,0.2452532,-0.0041253543,0.15038551,-0.058907803,0.20588131,0.0022118485,-0.14209479,-0.51246196,0.066754214,-0.17770986,-0.040612876,0.5272966,-0.0064125485,0.108399086,-0.022039412,0.29237005,-0.0037682985,0.28032136,0.02850573,-0.17071298,-0.4624027,-0.15185817,0.22716986,-0.37758952,-0.18343136,-0.003999739,0.3241992,-0.36088124,-0.08985748,-0.796252,0.0131765315,-0.07793563,0.18439606,1.1179866,-0.2873586,-2.363014,0.027344093,-0.20467162,1.4528927,0.54433924,-0.07754205,0.73787266,-0.274268,0.09050972,0.76383835,-0.009145089,0.5511063,0.34159416,0.101103015,-0.1890791,0.0051647197,-0.33300027,-0.043419227,-0.35549605,0.2250001,0.05988488,-0.13127822,-0.023883875,-0.8754405,0.04235388,0.54564387,0.051133886,-0.51422787,0.12633656,-1.4030316,-0.22546613,0.032501973,-0.13789031,-0.23064691,-0.3716822,-0.100749016,-0.22397056,-0.08600444,0.109126285,-0.4497352,-0.01430581,-0.23576733,-0.38737443,0.43098804,0.26312885
-0.020116236,0.28415173,0.08865953,-0.13496104,0.34729996,0.104132384,-0.16565305,0.14533804,-0.13668956,0.043503143,0.14385217,-0.09216721,0.17809346,-0.030970735,0.00074440485,-0.28098083,0.4865931,0.039663646,-0.3908025,0.19369692,-0.07564198,-0.05720087,0.18743597,0.08600905,0.060740884,-0.22729447,0.016448779,-0.33187184,-0.049984343,-0.12303888,-0.0912961,0.41527143,-0.11504852,0.14822333,-0.11084187,0.14388545,0.025255628,0.28924194,-0.15070622,-0.067316554,-0.39584774,-0.27792907,-0.032653213,-0.16569272,-0.008120621,-0.15040363,0.1594098,-0.24887522,-0.10842136,-0.4417642,0.0047443206,0.0047561233,0.110354945,0.8490554,-0.18196104,-2.0470665,0.07969956,-0.43459535,1.6239612,0.40743166,-0.12397441,0.563639,-0.14473726,0.13252269,0.75174564,-0.07205437,0.16384159,0.35762164,0.45267728,-0.23778269,0.11398577,-0.13233891,-0.06628695,-0.3356893,0.14617696,0.03340281,-0.050023176,0.09596655,-0.89820945,-0.04572648,0.51842785,0.25400743,-0.23111969,0.10737538,-1.1931753,0.094921574,0.012728196,-0.18629818,-0.08529503,-0.2494057,-0.00046539798,-0.13128477,-0.047334466,0.072145514,-0.401497,-0.04645704,-0.083753146,-0.3294327,0.5846646,0.08107854
-0.0864061,0.26902115,0.36306798,-0.34527904,-0.19498281,0.25210312,-0.11018378,0.18681754,0.071808964,-0.08332674,0.054188658,0.10296768,0.316769,0.05586113,0.122720174,-0.33086202,0.12849602,0.2112492,-0.5004003,0.35119238,0.21056978,0.01830974,0.17298722,-0.08380275,0.17085288,-0.00053712446,-0.19871935,-0.6002876,0.0945148,-0.16814709,-0.05496493,0.56472,-0.016792053,0.08610368,0.06025973,0.3684001,-0.017569045,0.21683004,0.017415289,-0.1843226,-0.5056694,-0.07781651,0.2031775,-0.43060538,-0.21462302,-0.071993805,0.29191634,-0.32375228,-0.07139818,-0.78622764,0.0859054,-0.13437918,0.23520152,1.0037807,-0.26189896,-2.233443,-0.01481996,-0.15761486,1.3238623,0.5321487,-0.078921564,0.71277845,-0.29475966,0.05026381,0.8055661,-0.06374943,0.59078836,0.443072,0.019385379,-0.19309877,0.027413037,-0.40804204,-0.03839173,-0.37739295,0.19241259,0.023663254,-0.13434663,-0.06766711,-0.7917174,-0.07480205,0.5051588,-0.10783448,-0.5500988,0.08833555,-1.413928,-0.30938008,0.123589076,-0.1396227,-0.1728293,-0.4628952,-0.07612394,-0.24708235,-0.06813562,0.02852832,-0.45786244,0.031417977,-0.21074255,-0.39569026,0.27353007,0.24075985
-0.10003045,0.12294168,0.3243835,-0.21534401,-0.07333248,0.16946957,-0.16241147,0.12893681,-0.055752274,0.010683436,0.061164968,0.100543626,0.3196338,-0.03378051,0.15853146,-0.25657573,0.15364912,0.10827886,-0.38615727,0.19000836,0.22584765,-0.05056478,0.13781945,-0.086574905,0.20441593,-0.084725104,-0.09712936,-0.40624636,0.10129101,-0.17593807,-0.028695127,0.43328628,-0.10179033,0.12266984,-0.04234464,0.31238815,0.041352008,0.275115,-0.08474228,-0.14085226,-0.50106657,-0.1268046,0.24134754,-0.3470559,-0.13462676,-0.043480784,0.35993442,-0.29161617,-0.05248921,-0.7103976,0.012345708,-0.053127725,0.24670373,1.0670996,-0.2446449,-2.2399917,-0.007192356,-0.24478301,1.3064591,0.46502012,-0.08008679,0.6931258,-0.31618428,0.12284341,0.72405267,-0.059351485,0.47063056,0.3487652,0.039113227,-0.18665957,0.025336988,-0.32913804,-0.010987738,-0.37654933,0.17104238,0.08110391,-0.13679957,-0.048013967,-0.8577303,0.021622421,0.5214203,0.06461337,-0.46917313,0.15258574,-1.327058,-0.26877216,0.08395772,-0.055459995,-0.20120637,-0.3782262,-0.091312334,-0.22219554,-0.11218322,0.13206501,-0.4259676,-0.04469947,-0.29877043,-0.3276655,0.3114502,0.23716103
-0.035500087,0.08905791,0.31986284,-0.17249583,-0.07818727,0.24588625,-0.14871602,0.17548974,-0.018152788,0.0062588863,0.028052142,0.16002546,0.29904562,0.0013819465,0.1424788,-0.2957305,0.1437079,0.06019244,-0.44972643,0.18146195,0.26029614,-0.10868869,0.19354324,0.024961114,0.1934391,-0.013178856,-0.22020754,-0.47612548,0.13158976,-0.13555396,-0.048664216,0.4492601,-0.019316692,0.11332492,-0.087565556,0.3306804,0.06191486,0.15824607,-0.08744431,-0.120440416,-0.4785077,-0.17229168,0.17081502,-0.34306353,-0.09847431,-0.025141612,0.2795821,-0.23633708,0.008821971,-0.76697433,0.005564647,-0.06218123,0.30528376,1.1122382,-0.20917404,-2.3248107,-0.0069160587,-0.26187274,1.3588682,0.46427417,-0.05755299,0.7490881,-0.23998949,0.1508428,0.6872179,-0.08977731,0.48740643,0.32266364,0.090513326,-0.2249507,-0.025303574,-0.29906413,-0.050478578,-0.34559068,0.16162519,0.13212356,-0.17409705,-0.04177256,-0.84422636,0.0047552516,0.44953775,0.078418575,-0.3810914,0.15545025,-1.3118879,-0.31407925,0.10844195,-0.02353728,-0.25577146,-0.3688995,-0.062649794,-0.23947476,-0.08528926,0.1396706,-0.44425324,-0.0100571215,-0.27895156,-0.3061687,0.36922804,0.17828396
-0.036313962,0.11741872,0.29698676,-0.20559907,-0.019305354,0.26661628,-0.17812404,0.19053757,-0.113393605,-0.017038422,-0.030589473,0.07182367,0.26523265,0.05665886,0.14234428,-0.26016146,0.098306544,0.07206894,-0.3805893,0.079493724,0.2613228,-0.03354133,0.18456934,-0.013043961,0.2586895,-0.0836667,-0.2288027,-0.42323214,0.1467937,-0.11332016,-0.044665728,0.40119737,-0.013124583,0.13866813,-0.04938195,0.3213726,-0.043809578,0.25566214,-0.022995586,-0.08526707,-0.41943333,-0.18328854,0.22700071,-0.2743914,-0.10636488,0.028119348,0.20891891,-0.22572006,0.056348223,-0.68877196,-0.031839743,-0.12467859,0.21806592,1.055674,-0.21860029,-2.2379768,-0.04451776,-0.21103722,1.258587,0.50578135,-0.054559097,0.76347077,-0.20080303,0.12412442,0.51877004,-0.073694155,0.54480374,0.28915232,0.057145044,-0.12598968,-0.013192513,-0.22073542,-0.068172544,-0.3843044,0.13124041,0.09749727,-0.18674527,-0.04308055,-0.66718054,-0.051746488,0.52039075,0.064249314,-0.39598936,0.08376056,-1.2597034,-0.36156824,0.078762636,-0.0528657,-0.26479703,-0.3410714,0.011299852,-0.19097356,-0.06786662,0.11180914,-0.44812575,-0.008436836,-0.2452874,-0.22821996,0.42092994,0.19869183
-0.006938086,0.05956448,0.28759152,-0.16288278,-0.012058769,0.27992603,-0.14975306,0.18930092,-0.20600879,0.03566412,0.06196866,0.01913248,0.30930182,0.06795111,0.12985687,-0.22997716,0.15611444,-0.024735611,-0.3747208,0.09325022,0.27215227,-0.06457598,0.27973038,0.011438672,0.2362331,-0.09891321,-0.15585436,-0.49043503,0.09594545,-0.12125234,0.0016180266,0.3551,0.021506615,0.05717457,-0.06592948,0.2509663,0.040177595,0.3342331,-0.07438267,-0.063917756,-0.41034305,-0.2377133,0.2047729,-0.29961613,-0.013569286,0.0011929355,0.20474559,-0.22478937,0.044947103,-0.5816409,0.004516168,-0.03803208,0.2399981,1.0308448,-0.27932334,-2.347258,-0.07699644,-0.27344114,1.3518399,0.5082049,-0.11537868,0.77628475,-0.1856885,0.18582134,0.61778635,-0.11823433,0.44888982,0.2545798,0.18457332,-0.11399377,-0.10908976,-0.23272668,-0.116875604,-0.36838368,0.12932837,0.19855893,-0.18268354,-0.05743426,-0.8115234,-0.059331015,0.5335388,0.14422205,-0.3142452,0.18179421,-1.2932334,-0.32351455,-0.015534308,-0.10737943,-0.12373344,-0.34279928,-0.02680258,-0.20004465,-0.0643399,0.22410995,-0.58182603,-0.055706315,-0.37308285,-0.19730385,0.50035375,0.18113005
-0.027330337,0.14805636,0.3691194,-0.20310879,-0.12565131,0.2475745,-0.16852243,0.17505145,-0.030838806,-0.060242616,0.102482386,0.10203735,0.26118696,0.09053672,0.15592006,-0.3156292,0.08885619,0.14089504,-0.49660444,0.17340341,0.21057849,0.009027985,0.17345305,-0.06956907,0.20948389,0.0036333385,-0.14338033,-0.4390399,0.23090692,-0.20126523,-0.026234243,0.4971943,-0.032260463,0.10744846,-0.017593075,0.24753408,0.062254243,0.248012,0.061711222,-0.20489413,-0.44834533,-0.24756725,0.1346011,-0.35681525,-0.16201356,-0.004686693,0.20490232,-0.27056652,0.027987177,-0.817248,0.024198206,-0.056930266,0.1740357,1.0632747,-0.1522335,-2.2938762,-0.015523031,-0.16527647,1.3896062,0.5298768,-0.07532847,0.7883914,-0.3002545,0.08453782,0.6579442,0.012593525,0.51403636,0.33649808,0.02172272,-0.20040302,0.032195326,-0.2875376,0.003623612,-0.4882037,0.18926874,0.13263613,-0.11118587,-0.031056099,-0.7797881,0.0017485663,0.49527374,-0.040652383,-0.45492372,0.105755076,-1.3628736,-0.2688575,0.10789354,-0.14038026,-0.24978115,-0.33048826,-0.10260439,-0.22945623,-0.07858841,0.11111284,-0.48327455,-0.021213125,-0.1984288,-0.27248332,0.382059,0.27276745
-0.054378998,0.099363334,0.29778346,-0.11082166,-0.10181569,0.24907912,-0.13811612,0.08796541,-0.14392032,0.018045075,0.012772035,0.028017387,0.27757016,-0.04837298,0.105451286,-0.28894144,0.117917016,0.13894188,-0.39334026,0.22415628,0.134737,-0.08043525,0.07473244,-0.11949124,0.23275314,-0.04198252,-0.09447151,-0.41502303,0.08555666,-0.11852541,-0.032467496,0.4219016,-0.014833911,-0.0006876593,0.014222865,0.28567958,-0.028842619,0.21887136,-0.021678379,-0.12875977,-0.36137652,-0.16799468,0.23038462,-0.29722783,-0.11563103,-0.046258863,0.28436455,-0.26577765,-0.06852949,-0.7192973,0.011716113,-0.052574795,0.19550197,0.9735047,-0.1747452,-2.046521,0.09461829,-0.2089817,1.247015,0.3064426,-0.09108416,0.6455556,-0.3326945,0.11297427,0.6171115,-0.054795187,0.47173017,0.2788726,0.11394547,-0.17269981,-0.0006107352,-0.21740544,-0.014041722,-0.35885718,0.16545342,0.15318862,-0.13226643,-0.08643988,-0.7693597,-0.06312019,0.47471613,0.07444171,-0.33162796,0.13056211,-1.2109798,-0.1534564,0.081230864,-0.11478379,-0.22292645,-0.42272404,-0.075650916,-0.18431032,-0.03701993,0.1262145,-0.36704487,-0.07008423,-0.24019398,-0.34957224,0.3386289,0.22632676
-0.115018606,0.21657863,0.35300875,-0.21177924,-0.09677504,0.19919227,-0.14835402,0.15461281,-0.10369761,-0.036214426,0.122971274,0.05504477,0.30814314,0.077032335,0.13040753,-0.24124537,0.19334863,0.1380219,-0.35435855,0.21577537,0.18341073,0.055588838,0.123719566,-0.1060135,0.2073431,-0.06430729,-0.11546226,-0.47251272,0.054438964,-0.1557853,-0.09960779,0.37300926,0.014887675,0.023845732,-0.045516767,0.27968028,-0.04781784,0.2909828,0.037122052,-0.15650967,-0.38474566,-0.18945566,0.13628392,-0.36186633,-0.1525245,-0.0058738384,0.19857575,-0.27572668,-0.06727713,-0.62932354,0.057548244,-0.007944302,0.15442833,0.937481,-0.273229,-2.1758437,0.050785206,-0.19191045,1.3690646,0.4856227,-0.05455382,0.85088205,-0.24095376,0.114098914,0.73707044,0.0070808735,0.5028088,0.25994524,0.10401169,-0.24153236,0.012085755,-0.17035002,0.0077067306,-0.34215194,0.09313963,0.08657554,-0.110391945,-0.015143568,-0.76569945,0.013536339,0.48349357,0.031828992,-0.4555832,0.11792355,-1.2794967,-0.20401174,0.042300146,-0.21175836,-0.17618449,-0.33510146,-0.035130825,-0.12771952,-0.04523846,0.078982346,-0.4730692,-0.1024862,-0.30966616,-0.4077562,0.47994995,0.22261061
0.07279267,0.07118789,0.25141388,-0.11929838,0.02914899,0.18774714,-0.08565945,0.2223979,-0.15319288,0.01851179,0.14876604,0.11051182,0.30618405,0.06736095,0.1798844,-0.2542427,0.21160239,0.08338983,-0.39896828,0.040157586,0.21584718,-0.048058733,0.2649281,0.069910854,0.3223084,-0.12902986,-0.15145868,-0.47338387,0.1625461,-0.21120152,-0.078920424,0.38588893,0.0010617335,0.17216448,-0.11483929,0.2430397,0.02303962,0.27956727,-0.05606185,-0.075222634,-0.48353687,-0.2620453,0.21011405,-0.25488126,-0.03338944,0.02041008,0.22161701,-0.2934264,0.15204306,-0.62579125,0.047821075,-0.08113883,0.25508013,1.103021,-0.2810049,-2.334882,-0.14561315,-0.2702096,1.2484086,0.63087535,-0.07896421,0.7770855,-0.18781061,0.26234514,0.57092077,-0.11137125,0.47318074,0.2833237,0.07533286,-0.06976034,0.004739781,-0.19645509,-0.05764213,-0.35885146,0.062258597,0.11734562,-0.14418788,-0.058038514,-0.8439159,-0.020655701,0.49318695,0.17486459,-0.32747805,0.11850075,-1.2105632,-0.36111292,0.06516079,-0.12994564,-0.18735108,-0.32988524,0.0025146718,-0.2941088,-0.066932805,0.24381585,-0.49205717,-0.08516452,-0.3077891,-0.21012779,0.44507986,0.19134945
-0.0746236,0.1450245,0.28022033,-0.14345314,-0.0055939695,0.25664926,-0.17640448,0.16005114,-0.15704401,0.009685109,0.036624197,0.047869854,0.27405283,0.029521566,0.2176648,-0.26132354,0.06938286,0.072097175,-0.30492428,0.08351578,0.28734818,-0.099058256,0.18218297,-0.024602504,0.2203871,-0.102410965,-0.110593885,-0.33743173,0.062051248,-0.19770622,-0.03498305,0.32209045,-0.09405875,0.078920946,-0.09856598,0.19016246,0.07973878,0.24708018,0.008422315,-0.09307822,-0.44746336,-0.21148422,0.16539347,-0.252564,-0.05331672,0.040945392,0.32023913,-0.22384693,-0.027551012,-0.6648257,0.014473366,-0.10582939,0.164456,1.0841503,-0.18771364,-2.1765957,0.022133097,-0.25366694,1.3312861,0.47548375,-0.069861524,0.7708973,-0.17327158,0.12959287,0.653498,-0.038826957,0.43706444,0.20678936,0.14292371,-0.23171815,0.00092935987,-0.3372326,-0.060097765,-0.32385263,0.12289347,0.07384716,-0.12958221,-0.048457626,-0.8372645,-0.014451723,0.5406962,0.124975115,-0.41028863,0.19693038,-1.301381,-0.23668566,0.067551605,-0.10343139,-0.15578371,-0.3861989,-0.042221095,-0.12272822,-0.15676603,0.12053155,-0.4799713,-0.1003918,-0.25958127,-0.32813624,0.4504991,0.16889948
-0.035354964,0.016622528,0.30883044,-0.10831584,0.026083877,0.25151488,-0.08155035,0.11579178,-0.19754152,0.10127747,0.007334455,0.029968763,0.23158824,0.013050593,0.18616326,-0.21512817,0.1703593,-0.044811137,-0.31611618,0.13493074,0.22358355,-0.08623265,0.15716857,-0.035291374,0.24233359,-0.07943735,-0.10711182,-0.3475121,-0.017319381,-0.064858206,-0.058386404,0.44252288,-0.044939402,0.05328729,-0.07732451,0.26477653,0.019799562,0.30209863,-0.08309642,-0.107469715,-0.42469656,-0.15009308,0.2962574,-0.29751918,0.014567838,0.013838383,0.26841348,-0.26461208,-0.03271187,-0.6162265,0.07673797,-0.08837415,0.275948,0.98323923,-0.32398432,-2.2124739,-0.023908252,-0.31318483,1.3396903,0.4606815,-0.033833675,0.5349738,-0.22494958,0.1907753,0.6600624,-0.15805817,0.41792315,0.22537063,0.15578292,-0.09925885,-0.031889673,-0.23811722,-0.064092755,-0.31637916,0.18257196,0.09089571,-0.12732293,-0.04821061,-0.89071155,-0.04754936,0.55099165,0.13310511,-0.3362219,0.11400679,-1.2222437,-0.2198106,0.064967625,-0.14864983,-0.13079885,-0.44228876,-0.049644787,-0.18760507,-0.11345001,0.18852559,-0.35344183,-0.04339688,-0.22559188,-0.34644186,0.411425,0.11141049
-0.11371347,0.1352839,0.33943224,-0.19346,-0.12493331,0.23911303,-0.21577972,0.12340733,-0.017025389,-0.021842396,0.057179503,0.109510615,0.29235417,0.026932424,0.09275131,-0.27383584,0.08233736,0.15025249,-0.44676653,0.1982988,0.18495564,-0.029226413,0.16748914,-0.084290326,0.16589558,0.009534823,-0.15647449,-0.47725078,0.117740035,-0.13311425,-0.012946934,0.47710702,-0.031889096,0.065108515,-0.018982766,0.31029934,-0.039086275,0.257768,0.008119685,-0.16757165,-0.409868,-0.16095778,0.12319549,-0.38640076,-0.24521632,-0.031317033,0.21468382,-0.26177058,-0.07461196,-0.73795754,0.10979681,-0.03841957,0.18788524,0.9967102,-0.20570606,-2.0808308,0.13089277,-0.1412997,1.3042072,0.43716437,-0.08333957,0.7385875,-0.26250777,0.07562189,0.73497224,-0.07264181,0.53604877,0.33110136,0.06953742,-0.19054735,-0.04866209,-0.25288868,0.031102316,-0.39344785,0.12432869,0.08553163,-0.14874354,-0.05828,-0.7316522,-0.030960519,0.4928878,0.057769813,-0.4282317,0.11529849,-1.3347328,-0.29028434,-0.01739164,-0.089376375,-0.28234968,-0.43805915,-0.17396598,-0.11198307,-0.081247166,0.024167063,-0.40961352,-0.03273414,-0.26886937,-0.373569,0.36690903,0.29054418
-0.018213067,0.054876152,0.36838934,-0.13272473,-0.040849224,0.24913955,-0.17721765,0.1316966,-0.08828613,0.012655714,0.08058807,0.09682349,0.21048555,0.087361194,0.16043986,-0.2525433,0.037961405,0.054682218,-0.34520838,0.11994486,0.23975827,0.0360522,0.16393508,0.008330396,0.29388428,0.04590621,-0.17647707,-0.4640172,0.16802923,-0.14315243,-0.046696596,0.39709127,0.0068560657,0.10814741,-0.112570696,0.2523809,0.014217704,0.24090299,0.015029966,-0.117458515,-0.4722462,-0.23013552,0.20323564,-0.30397227,-0.10222575,0.011489432,0.19533631,-0.19434945,0.029207494,-0.65728104,0.0022504304,-0.08466905,0.21021605,1.0734669,-0.18954317,-2.266886,-0.039634425,-0.21467288,1.2746395,0.47225717,0.032099888,0.7210325,-0.21166712,0.1586906,0.56373155,-0.055819355,0.526746,0.2996354,0.11688425,-0.08968482,0.00876017,-0.15314299,-0.089885935,-0.37197822,0.17854264,0.21067838,-0.17905183,-0.06388425,-0.77129626,-0.03283812,0.50311184,0.122122176,-0.35096124,0.13117878,-1.2543119,-0.3226138,0.060608238,-0.099093,-0.1913993,-0.35224128,-0.01881786,-0.14773977,-0.049756166,0.2468072,-0.42075986,-0.047276914,-0.22781748,-0.20783922,0.39058796,0.23233001
-0.029780747,0.19259669,0.33761317,-0.27860186,-0.2225108,0.21111304,-0.17859338,0.16037458,-0.019912165,-0.07156839,0.0213625,0.07333647,0.2835122,0.019902572,0.090919375,-0.32569042,0.04089256,0.2103826,-0.4249437,0.32522053,0.18645154,0.07143748,0.11537242,-0.06093159,0.21502249,0.07606107,-0.14886755,-0.56169116,0.102178685,-0.14767848,0.003043042,0.43392387,0.095809504,0.031299815,0.0017423521,0.27386075,-0.016151551,0.30278537,0.08388602,-0.17323054,-0.40513444,-0.09958703,0.15316322,-0.36755744,-0.23170432,0.00012369719,0.23064104,-0.25175607,-0.069045395,-0.69216645,0.08144657,-0.08771134,0.17509688,0.8573666,-0.22212102,-2.051995,0.10621265,-0.1020221,1.1065788,0.44709763,-0.03969909,0.7330562,-0.21803756,0.037896514,0.60081315,-0.019600192,0.5544322,0.3643648,0.04384816,-0.15818268,0.048950717,-0.23467508,-0.025327533,-0.34203473,0.17037022,0.15428653,-0.04969769,-0.108103186,-0.70794916,-0.12124772,0.4586121,-0.047048535,-0.41744784,0.083130084,-1.3109963,-0.31704402,-0.026408939,-0.14305973,-0.25961062,-0.40578705,-0.0076024425,-0.17644443,0.05548994,0.11808947,-0.4882526,-0.022820925,-0.25420937,-0.3622459,0.22983107,0.28791082
-0.05743523,0.11675551,0.24522758,-0.22802798,-0.1016262,0.18535133,-0.114796706,0.25880727,-0.086059354,-0.053495046,0.09251516,0.11229412,0.24097247,0.055664424,0.1212488,-0.27696422,0.10573833,0.12771259,-0.4722922,0.18932533,0.19244361,-0.0016715471,0.19786495,-0.041923694,0.23864305,0.008673847,-0.18008399,-0.5426672,0.18268406,-0.14467078,-0.12271385,0.4852764,0.027004126,0.12114698,-0.095166214,0.34151152,-0.010012544,0.23693796,0.016960174,-0.15741889,-0.45101047,-0.19462444,0.16902786,-0.31898353,-0.18306077,0.024171304,0.17644326,-0.39878663,0.046597812,-0.78784,0.04606802,-0.10867069,0.25693372,1.012823,-0.20895284,-2.3656921,-0.124095686,-0.22639804,1.2536682,0.5202938,-0.06987461,0.74405,-0.2866467,0.11979138,0.6802175,-0.08027591,0.560979,0.3902803,0.04193746,-0.08114042,-0.043686036,-0.27873355,-0.08563534,-0.42522344,0.18892255,0.12957074,-0.15126024,-0.037610415,-0.7506193,-0.05063349,0.49404308,0.024347492,-0.38374388,0.1061336,-1.2945613,-0.32269698,0.077904575,-0.051134396,-0.236965,-0.3451985,0.03307747,-0.18147752,-0.029840434,0.16084841,-0.47765094,-0.012549565,-0.14320195,-0.22751479,0.28414792,0.21425089
-0.026451975,0.016357997,0.24227823,-0.17865671,-0.04097306,0.15321277,-0.11489671,0.12777117,-0.10417318,0.053198107,0.04479622,0.08528937,0.29662016,-0.024625849,0.16146396,-0.2910516,0.1396069,0.014848806,-0.4118544,0.15023099,0.23885682,-0.13647363,0.26776764,-0.06625723,0.20195736,-0.13248552,-0.12898754,-0.33536345,0.048145548,-0.09623211,0.0053302487,0.3869482,-0.03221597,0.15381123,-0.093292296,0.26232913,0.04669529,0.24641548,-0.105220266,-0.06035724,-0.50656694,-0.14560658,0.236312,-0.2939843,-0.03704418,0.03427759,0.2632864,-0.26860812,0.013989111,-0.5724637,0.02898136,-0.05708678,0.25652325,1.0013819,-0.24185197,-2.0423377,-0.048336226,-0.26719967,1.1697342,0.43864095,-0.10607217,0.63219225,-0.21771966,0.24665317,0.59389514,-0.10907239,0.46230048,0.23455416,0.20240924,-0.12479828,-0.021894513,-0.26011452,-0.06234351,-0.30826527,0.14626239,0.09995195,-0.093636796,0.07269373,-0.8292397,-0.020759575,0.5503537,0.118911624,-0.37029082,0.13589844,-1.2413146,-0.27815706,0.06751528,-0.098771155,-0.21287182,-0.43014714,0.008101759,-0.23459275,-0.12418455,0.21607551,-0.37877133,-0.016921373,-0.23800194,-0.3004963,0.34222692,0.09521795
