text,book
"itself."" ""But why was Christ born _into the world_--"" began Mr. Wise. ""I don't agree,"" exclaimed Mrs. Strait, responding to Mr. Churchill's comment and not hearing Mr. Wise. ""I think we should be concerned about the world; concerned enough, at least, to set a good example, so that people will know what they're supposed to live up to and to do. After all, Jesus told us how we should live, and He did so in such simple words that even children can understand them. All we have to do--and it's written there for us to read--is to keep the commandments, imitate Jesus, and live a good life for ourselves and others."" ""Yes, but if it's that simple, why don't church people live better--"" ""Not at all! _Not at all!_"" pronounced the stately Mr. Knowles with some disdain. ""I don't agree with any of you. Our difficulties today result from the",d
"are haunted by the signs in our children that we have failed them, by the evidences of their anxiety, by the problems they sometimes have in relation to other people, by their lying and stealing, by their hostility and quarrelsomeness, and by their excessive competitiveness and jealousy. Sometimes the scenes around the family table are far different from our image of what Christian family life and fellowship should be. We wonder where we have failed, grow discouraged, and fail again. We are embarrassed by the contradiction that our children see between the things that we say and the things that we do. Parents and teachers who, like Mrs. Strait, live by the law, either have to blind themselves to what's going on in their relationships or else become profoundly discouraged. And if we are like Mr. Churchill, our decision will be to ignore human problems and to turn ourselves to",d
"thought, that there are no denominational differences built into human nature or into human problems, and that they have many resources in common, namely, the God-given and redeemed resources of human relationships, the Scriptures, prayer, preaching, pastoral care, and teaching. Many of them have been heard to say, ""I am glad to have had it revealed to me that in some ways our differences are more apparent than real."" This kind of insight, however, is not possible unless a situation is created in which representatives of different denominations can begin to trust each other, and to think and communicate below the level of their differences. It is possible to do this, however, and more of it should be done. There is no reason why the local congregation should not invite neighboring congregations to come together with it for a study program for the purpose of finding their common brotherhood in",d
"an institution at the level of the local community. The tragedy of such parochialism is that the creative thought and energies of people are consumed in the mere maintenance of the church as an institution, and in dead-end religious activity and worship. Mr. Churchill, and thousands of others who are like him, think of the church only as ""gathered,"" as a congregation. They think that the church is most truly the church when its members are assembled in the church building and engaged in church work. They think of the church in terms of ""going to church,"" of working for its organizations, of planning for its promotion, and of meeting the needs of the church as an entity separate from the rest of life. What is even worse, these people think that only when they are doing this church work are they serving God. Theologically, their concept means that Christ",d
"one indispensable insight with which a young married couple should begin their life together, it is that they should try to keep open, at all cost, the lines of communication between them. Everyone needs and should have premarital counseling, if only to help them to this all important insight. Here is a place where the church's ministry needs to be strengthened, since so many people turn to the church to have their marriages solemnized. Before each marriage is performed, the minister should meet with the couple and help them prepare for the relationship, and he should include in that preparation the guidance that will help them to understand how indispensably important to its preservation, and, therefore, to their life together, are all the means of communication between them. Fortunately, more and more ministers are assuming this responsibility; and fortunately, also, more and more seminaries are providing instructions that teach ministers",d
"of love is not to create or nurture a so-called normal human being. In the first place, there is no universal concept of the normal, and the criterion of normality varies from age to age and from culture to culture. All men have problems and always will have them. The pursuit of perfection is a perilous project that may cause all kinds of imperfections and will inevitably produce disillusionment. Adjustment cannot be the goal of Christian living and the objective of love. The clam is adjusted about as well as any of God's creatures, but has very little to offer beyond a passive role in a bowl of soup. Instead of striving to mold a person completely adjusted to his surroundings, love seeks to nurture a person who is capable of maintaining a creative tension between his need and his responsibility, between the vitality of spirit and the form of",d
"it occurs are convinced that the monological principle is contradictory to the nature of communication, and as a method is the least effective. Reflective observation of our own learning indicates that communication is most effective when we become a part of the process and meet the message with our own content. Furthermore, the monological principle is not one that was used by our Lord. He, Who was the full incarnation of love, made people participants in the Good News that He proclaimed. We think, for example, of His conversation with the woman at the well, in the course of which she moved from her superficial understanding of water to His understanding of the water of life, wherein the meaning of her life was revealed to her.[21] Again, we think of the lawyer who put Him to a test by asking what he must do to inherit eternal life, and our",d
"his sixties, to learn something new each year. The result was that his spirit remained youthful and his interest in life was kept alive. Not only is this kind of activity fun, but also it is a way by which to keep oneself open to the possibilities of life. It becomes a way in which one can live devotionally and realize within himself and in his relations with others the image of the creative God by Whom he was created. _Relationship as Resource_ We come now to a consideration of the quality of relationship that nurtures persons. We discussed this earlier from the point of view of the child's need to be loved, his need to love, and his need to have his efforts to love welcomed. But now we turn to a discussion of relationship as a resource from the point of view of the one who is giving",d
"received the degrees of S.T.B., S.T.M., and S.T.D. He was ordained in the Protestant Episcopal Church in 1929 and 1930. Whitman College and the Chicago Theological Seminary have each honored him with the D.D. degree. In 1931 he became Vicar of St. Stephen's Church, Elsmere, N.Y. Then, for about twenty years, he was on the faculties of the Divinity School of the Protestant Episcopal Church, Philadelphia, and the Protestant Episcopal Theological Seminary in Virginia. In both of these situations he developed a program of clinical pastoral training to prepare the clergy to minister to the needs of people. He has served on many important committees and boards and has lectured extensively, both in America and abroad. Presently he is the director of the Institute for Advanced Pastoral Studies, in Bloomfield Hills, Mich., a postordination training center for ministers of various denominations who have been in the ministry for at least",d
"meaning in our lives. All too easily our religious statements become empty forms, separated from the vitality and meaning which they are supposed to express. Remember, for instance, how vainly we sometimes say the Lord's Prayer, which is a form that our Lord gave us, by means of which we could express the vitality of our relationship with God and one another. Likewise, we can honor and use the correct verbal and other symbols about the church and Christian fellowship, its rites and ceremonies, and yet fail to translate them into action, with the result that our rites and ceremonies and doctrinal statements become dry, empty forms. Instead of being the means of new life, they may only disappoint people, because they do not really communicate the meaning that they seem to promise. Every church should always test whether its forms are really expressive of the truth which it professes.",d
"be ""living above the law."" The law that is implicit in the relationship between a man and a woman who love each other is that they shall respect and act trustworthily in relation to one another; that they shall care for one another in all the ways that are necessary to their relationship. As long as love prevails, they are not conscious of this law. They do not need it. But if for any reason they should ""fall out of"" love, then they become conscious of their obligations to each other. Their relationship is now lived under the burden of law, and they will find it harder to observe than they did before. They now are being held together by their obligations, and it may be that while being thus held together they will again find each other in love. When they look back on this period some years later,",d
"times of threat are relationships with sufficient power to enable us to participate in the dialogue out of which will come the answers to our questions. The objective of love is to provide the relationship of love for a world that, again and again, and in an infinite variety of ways, asks the basic questions: Who am I? and Who are you? How wonderful it is to participate in the answer to the basic questions! Mothers, for instance, who tend to lose the sense of purpose in the minutiae of their responsibilities, could be helped to realize how profoundly important is the care they give their children. The way in which they feed and care for their families may be, if they opened themselves to the presence and action of God in human life, the means of their child's union with man and God. As we try to meet the",d
"in the world, the church gathers again to worship, to make its offerings, and to be strengthened anew for its work in the world. Elsewhere I have likened the church to an army that has been sent on a mission. In order to accomplish its purpose, it must have a base. In order to have a base, it must assign certain troops to the task of building and maintaining that base, so that the rest of the army may be free to accomplish its mission. We tend, however, to forget the ""mission"" and wastefully assign most of our people to building and maintaining bases, with the result that we do not accomplish our true purpose. More members need to be assigned to and trained for the mission, where the conflict between life and death goes on unceasingly. Contrary to the opinion of Mr. Churchill, therefore, a complementary relation exists between",d
"least three years. He takes part in many significant educational programs outside his denomination. One of Dr. Howe's major interests is in the correlation of the insights of theology with those of the social and medical sciences. The enthusiasm with which his lectures and books have been received points to his popularity as a thinker and writer. +---------------------------------------------------------------+ | | | Transcriber's notes: Obvious spelling/typographical and | | punctuation errors have been corrected after careful | | comparison with other occurrences within the text and | | consultation of external sources. | | | | page 12 line -3: changed ""For God so loved the world--"" to | | 'For God so loved the world--'"" | | page 111: corrected printer's error where lines -14, -13, -12 | | should have appeared as lines -13, -12, -14 | | | +---------------------------------------------------------------+ ***END OF THE PROJECT GUTENBERG EBOOK HEREIN IS LOVE***",d
"and I once won a prize for knowing more Bible verses than any other child. We need more adult education, and our children must be filled with the truth so they can recite it forwards and backwards. In my estimation, there is too much emphasis now on persons and not enough on the content of the faith."" ""But didn't Jesus say, 'For God so loved the world--'"" ""It seems to me,"" interrupted Professor Manby, ""that all of you are in too much of a hurry. Some scientists estimate that man has been eight million years coming to his present state of life. In contrast, civilized man is only four thousand years old. This being true, we should be more patient. Given time, man will solve his problems."" ""But has man's character developed in pace with his knowl--"" At that moment the Reverend Mr. Gates, with several other members of the",d
"person. Our anxieties about a particular incident may exist because we fail to see it in its total context. Much happens in the development of a person's life that we do not see, and much of the transformation occurs secretly at levels so deep that we cannot observe it. Although we may not see what is happening, we may be sure that something is. In the sphere of the personal we need to trust both God and man, and if we trust God we can trust man. We then may take a long view of our task, and teach and work and live by faith. This is what it should mean to be a Christian and a member of the church of Christ. What a wonderful thing it is to belong to a fellowship that is made up of people who may be united by the Spirit of God and",d
"power of love was released into life that continues unto this day. B.C. and A.D. are not merely a way of dividing time, but are our way of acknowledging that in the life of Jesus of Nazareth something radically different entered into life, a new dynamic that changed the nature of creation. We participate in the historic incarnation of Jesus of Nazareth which took place 1900 years ago by the daily incarnations of His Spirit in our individual lives and in the life of the people of God. And since His incarnation meant God's entry into the world, so likewise the indwelling of His Spirit in us also should mean God's entry into our world and into its conflicts and issues. We are Christians by doing what He did in the world, which was to have a care and a responsibility for others. His Spirit seeks to incarnate Himself in",d
"some important relationship and we know what a desperate feeling it produces. We lose whatever sense of well-being we may have had, and we begin to feel unwanted, depressed, and less alive. When we are warmly gathered again into an important group, we begin to come alive. Our blood runs faster, and we know the joy of life again. It is almost as though we had been resurrected. The sense of being a part, the experience of fellowship, makes the difference between life and death. I once visited in a home where a teen-age girl was having one of her frequent ""tragic"" love experiences. The boy she was currently dating had not called her up for three days. She was full of gloom, moped around the house, and lost her usual interest in everything. One evening the phone rang and the call was for her. First we heard her laugh,",d
"him, but in what he does about what happens to him. The transformation of what happens in human relations is the work of the Holy Spirit, continuing the work that was begun in Christ. The Spirit gives the gift of reconciling love with which we may participate in the continuing work of Christ, which is the redemption and transformation of life. So in the context of this love we can relax while we also exercise our care. _Love and Sin_ The power of love over sin is widely recognized. In the first place, there is no judgment like the judgment implicit in love. The face of love is compassionate, but it gives a light that reveals the darkness of our hearts. We know that we are judged, but we know also that we are not condemned. The judgment and the forgiveness come to us as a part of the communication",d
"become empty forms, separated from the vitality and meaning which they are supposed to express. Remember, for instance, how vainly we sometimes say the Lord's Prayer, which is a form that our Lord gave us, by means of which we could express the vitality of our relationship with God and one another. Likewise, we can honor and use the correct verbal and other symbols about the church and Christian fellowship, its rites and ceremonies, and yet fail to translate them into action, with the result that our rites and ceremonies and doctrinal statements become dry, empty forms. Instead of being the means of new life, they may only disappoint people, because they do not really communicate the meaning that they seem to promise. Every church should always test whether its forms are really expressive of the truth which it professes. It is not enough that we speak the truth; we",d
"their work _in the world_, as representatives of Christ there. Resources need to be created in the church's program whereby people can come back from their ministry in the world, be helped to understand what has happened, and by reflection upon it learn how more effectively to be the church in the world. For this reason, seminars for parents need to be held in order that they may receive assistance in understanding their role as ministers of the church in the home. Seminars for businessmen and professional people also are indicated for the same reason. A point of focus for all church membership courses should be the question: When you become a member of the church, how are you going to exercise your ministry in the world? This orientation could be the source of a new evangelism that would make its witness heard in the depth and detail of human",d
"to us in this way makes us free. The moral is obvious: Let us trust what God is trying to accomplish in us, and therefore trust one another."" To trust in the Spirit's working through dialogue does not mean that we shall be successful in all our endeavors. People's response to being trusted is not dependable or consistent. Man's response to God's trust, expressed in the life of Christ, produced the crucifixion. We all have had the experience of having our trust in others betrayed. This tempts us to become bitter, to lose faith in man, and to lose faith in God. But these responses are not a contradiction of trust; they are a part of the curriculum of trust. Trust, if it is to do its full work, must include mistrust, and faith must include doubt. I am helped to accept this insight because of the awareness of the",d
"that this love was incarnate in Jesus Christ. We believe that His Spirit, active in the world in which we live, seeks to incarnate this love in us here and now. Furthermore, we have identified some more general characteristics of love. Now we turn to look at some of the ways in which love accomplishes its purpose, a purpose which is the responsibility of the church in its dispersion in the life of the world. _Love's Sphere Is Personal_ The sphere of love's action is in the realm of the personal; it acts in and through relationships. The process by which the person emerges is both wonderful and fearful, and one for which we should have reverence, the zeal to understand, and the willingness to be responsible for. Certain specific things need to be accomplished which are the work of love, which we have already identified as the calling forth",d
"persons who are the instruments of that love, such as parents, teachers, ministers, and every man of whatever function. We shall also consider the nature of the relationship in which healing and reconciliation take place, and consider some of its resources. _The Power of the Personal_ The doctrine of the Incarnation, which underlies the whole Christian life, is really the doctrine of the personalization of love. By it is meant the embodiment in man of the life of God Who is love. The Incarnation makes this life personal, and persons, therefore, are of primary importance to its existence and its meaning. In each generation the Christian is called upon to reaffirm his faith in the power of persons living in relation to God and man. Our own generation has a special need for a reaffirmation of the personal because of our preoccupation with science and technology, and with vast space",d
"we do will turn out all right. My grandfather always maintained that his business prospered because he kept the laws of God. When we stop to think about it, we realize what a faulty concept this is. After all, it was not easy for Christ to accomplish the purposes of love in this world, and there is no reason why it should be any easier for us. It is not easy to maintain the dialogue of life; it is not easy to call forth the being of others; it is not easy to regain the freedom to love even when we respond to the spirit of love. We recognize the credibility and promise of all these principles, but wonder at the difficulty of their application. _The Work of Love_ We need to remember that even God, with all of His power and wisdom, does not give His love to us",d
"One evening the phone rang and the call was for her. First we heard her laugh, and then she burst into the room full of gaiety and enthusiasm. You would not have known her for the same girl. Alone and rejected, as she thought, she was dead. Restored to relationship, she came alive again. We may smile patronizingly at the emotional excesses of this teen-age girl, but on the other hand we understand deeply the fundamental meaning of her experience. The patterns of relationship begin with our birth. We would not survive if the whole community, centering in the basic function of the mother, did not assume responsibility for us. Our dependence upon her for food and care is the occasion for the beginning of relationship. And both the infant and the mother have their part to play. She moves as a person toward her child with the gifts of",d
"them. Fortunately, more and more ministers are assuming this responsibility; and fortunately, also, more and more seminaries are providing instructions that teach ministers how to minister helpfully at this strategically important time. But much more needs to be done. Many marital breakdowns due to failure of communication could be alleviated, if not prevented, by giving young couples assistance when they are beginning their life together. But communication is indispensable in all relationships, and not only in the personal ones like marriage. In labor disputes, for instance, the bargaining relationship breaks down when either one or both parties abandon the attempt to communicate with the other. Therefore, we may conclude, in paraphrase of the Scriptures: If any man says that he loves God and will not try to communicate with his brother, he is a liar! But what is communication, and why is it so difficult to achieve? Most people seem",d
"the metaphysical lover. The hierarchy knew how to take advantage of and control this adoring love; the metaphysical lover raised his mistress above humanity and prayed before her shrine; religion said: ""The celestial woman whom you may lovingly adore is here, with me. All you have to do is to call her by the name I have given her, and the kingdom of Heaven will be yours."" But on the other hand Mary represents to-day, and doubtless will do for a long time to come, a dogmatically acknowledged deity, recognised by the spirit of Protestantism as a remnant of Paganism, and duly detested; the masses in Italy and Spain pray to-day to her image, as in bygone days the masses prayed to the images in Greek and Roman temples. This goddess is unchanging, and from the point of view of the psychologist uninteresting. It is not difficult to understand why",e
"evil. In Guibert's words, ""It was an abominable nuisance that certain limbs should be detached from the body, thereby defying the law that all bodies must turn to dust. How can the bones of any man be worth framing in gold and silver,"" he asked, ""when the body of the Son of God was laid beneath a miserable stone?"" He exhorted the people to turn from the visible and obvious to the invisible. He maintained that the worship of relics was opposed to true religion because ""not until the disciples were bereaved of the bodily presence of Christ could the Holy Ghost descend upon them."" He even rejected the prevalent, entirely materialistic, view of a life after death, and dared to suggest that the torments of hell should be interpreted spiritually. ""The eternal contemplation of the Lord is the supreme bliss of the righteous; who could dare to deny that",e
"untruthful. Vague forces, which the lover himself realises as mysterious, run high in the _Vita Nuova_ and in the poems; the lover has hallucinations in sleep and sickness. In the third canzone Dante speaks of the impossibility of comprehending what gave him a glimpse of the nature of his mistress. It was a foreboding of new and great things, struggling slowly and gradually to take shape, for the creation of a world-system, one of whose supporting pillars was personal love of an individual, was an unprecedented achievement. ""When she speaks a spirit inclines from heaven."" The angels implore God to call this ""miracle"" into their midst, but God wills that they shall have patience until the ""Hope of the Blessed"" appears. Love says of her can there be mortal thing At once adorned so richly and so pure? Then looks on her and silently affirms That heaven designed in her",e
"are loved and adored. The second woman, too, has her exclusive, ecstatic worshipper. St. Bernard, the _Doctor Marianus_ of Dante, prostrating himself before her, addresses to her the sublime prayer which begins: Oh, Virgin! Mother! Daughter of thy Son! and in _Faust_ we meet again the _Doctor Marianus_ burning--as the representative of the totality of her worshippers--with the ""sacred joy of love"" (Dante says The Queen of Heaven for whom my soul Burns with love's rapture) and pronouncing the most beautiful prayer to the Madonna which the world possesses, and which is almost identical with Dante's: Virgin, pure from taint of earth, Mother, we adore thee, With the Godhead one by birth, Queen, we bow before thee! And, prostrated before her: Penitents, her saviour-glance Gratefully beholding, To beatitude advance, Still new pow'rs unfolding! Thine each better thought shall be, To thy service given! Holy Virgin, gracious be, Mother, Queen of",e
"not sufficiently patriotic to take such a burden upon their shoulders?"" Thus the victory of the male spiritual principle over universal sexual intercourse ushered in the second stage which checked the sexual impulse and directed it upon certain individuals, a distinction however, which bears no relation to love. Monogamy had conquered, in principle at least and as an ideal. The profoundly mystical core of the most powerful Greek tragedy which has come down to our time, the _Orestes_ of Aeschylus, represents the victory of the new gods of light over the old maternal powers. Orestes has sinned against the old law, for in order to avenge his father's death, he has slain his mother. The sun-god Apollo and the sinister Erinnys, the upholders of the old maternal right, are waging war over the justifiableness of the deed. To the Erinnys, matricide is the foulest of all crimes, for man is",e
"proof of the unbroken, synthetic emotion of woman. CONCLUSION THE PSYCHOGENETIC LAW _The Individual as an Epitome of the Human Race_ The biogenetic law of Ernst Haeckel teaches us that the human embryo passes through all the stages of development traversed by its ancestors in their evolution from the lower forms of the animal world. Although each successive stage completely replaces the preceding one, the latter is there as its organic supposition. Man is not born as a human being until he has travelled over the principal portions of the road to evolution. This law, which establishes the natural connection of the individual with the whole chain of organisms, is continued in a psychogenetic law, not founded on the heredity of the blood but on the heredity of culture (and therefore quite independent of the doctrine of the origin of species). In the course of his development the individual repeats",e
"hotbed of all spiritual and social evolution. These confederations and leagues not based on a natural or blood-relationship, but on a feeling of brotherhood and friendliness, might well have been an attack upon the natural ties of the family, an expression of a feeling of hostility to and contempt for women, and probably stood in close relationship to a striking characteristic of the past: a widely spread homosexuality. Whether Schurtz gives us a correct picture of these men's unions or not, there can be no doubt that the struggle against matriarchy originated in them. This struggle led eventually to the victory of the male principle, the acknowledgment of the authority of the father, the institution of male government which deprived women of all legal rights, and the dominion of the spiritual; the victory of the gods of light over the dark lords of fertility. This revolution of principles was perhaps",e
"new order of things--how Dionysus traversed all Asia and finally arrived in Hellas accompanied by a crowd of abandoned women. But his religion was more than a cult of wine and sensual pleasure, it embraced a gentle worship of nature, throwing down the barrier between man and beast--impassable by the spirit of civilisation--and lovingly including every living creature. We read in the _Bacchantes_ that the women who had fled from the town to follow the irresistible stranger, Dionysus, dwelled in the mountains, binding their hair with tame adders, carrying in their arms the cubs of wolves and the young deer, and feeding them with the milk of their breasts; that milk and wine welled up when they struck the earth with the thyrsus; and so on. Dionysus implores Pentheus, the representative of the Hellenic masculine system, not to venture undisguised among the maenads: ""They'll murder you if they divine your",e
"the love of woman. I know of no great musician, or great lyrical poet, inclined to erotic friendships with men. The simple song suggests the love of woman, the artificial metre, let us say the Greek rhythm, the love of man. I am, however, merely pointing out this connection, without drawing any conclusions. The poems addressed by Michelangelo to Tommaso dei Cavalieri breathe a deep longing for friendship and complete surrender, but above all things for a return of affection; all barriers between the friends must be thrown down, ""for one soul is living in two bodies."" These poems are calm and well-balanced, and differ greatly from the rest of his poetry. If each the other love, himself foregoing, With such delight, such savour and so well That both to one sole end their wills combine. (_Transl. by_ J.A. SYMONDS.) Michelangelo painted ""Ganymede"" for Tommaso, and even at a ripe",e
"led by Agave, his mother, and sacrificed to the _bull-god_ Dionysus. At the conclusion of this strange and profound epos, Agave recovers her senses and curses the acts which she has committed in her madness ... women submit to the new spiritual dispensation. We realise now why Hera, the tutelary goddess of the newly introduced monogamous system, hated Dionysus and attempted to kill him before he was born. The subject treated in the beautiful myth of Orpheus is the relationship between the primitive sexual impulse and its individualisation on a single personality. For seven months Orpheus bewails the death of Eurydice and regards all other living creatures with indifference. This loyalty offends and infuriates the women of Thracia, who divine in it a spirit inimical to a life in harmony with nature. One night, during the celebration of the Dionysian rites, they attack the poet--the representative of the higher Hellenic",e
"principal point is the psychical, and more particularly the metaphysical consummation of the emotion of love. The sole object of the abundant evidence I have been compelled to adduce is my desire to prove the existence and significance of all the emotions which stir the soul, and in the later Middle Ages strove so powerfully to express themselves. My thesis that sexuality and love are opposed principles will no doubt be rejected, for, under the strong influence of the theory of evolution, all the world is to-day agreed that love is nothing but the refinement of the sexual impulse. I maintain that (as far as man is concerned) they differ very essentially, and I have attempted to prove their incommensurability by submitting historical facts. That they may, and will, ultimately merge, is my unalterable conviction. My assertion that something so fundamental as the personal love of man and woman did",e
"there was but one bond, the natural bond of motherhood. It was the first tie realised by mankind, a tie not felt as a concrete relationship between two individuals, but as a general, maternal, natural force. The presiding divinities were the ""mothers,"" the eternal, incorporeal deities, enthroned outside time and space, and therefore immortal givers of life and preservers of mankind. Before their silent greatness the desire of man to know his whence and whither, to win shape and individuality, became blasphemy. They had given immortality to sex, but upon the individual they had laid the curse of death. Thus we have first a stage of fatherless, natural conception, corresponding with the philosophical theories which maintained that all created things had sprung from the elements. Later ages discovered a spiritual principle, a becoming, or an eternal being, and finally a conflict between spirit and matter. But the general attitude towards",e
"fret and restlessness, Thou ray of light to those who, lightless, grope. Thou house of God, thou garden of sweet shades, Rest without ceasing, refuge of the sad, Bliss without mourning, flow'r that never fades, Alien to death, and shelter in the mad Whirlpool of life, to all who seek thy port. Lady of Heaven, in whom all hearts rejoice, Thou roseate dawn and light of Paradise! Perdigon, among many worldly songs, wrote one to the _regina d'auteza e de senhoria_, which might be translated thus: Supreme ruler of the world, Thy grace sustains And maintains The world. Thou fragrant rose, thou fruitful vine, Thou wert the chosen vessel of Mercy divine. Unsurpassed in the fusion of his earthly and his celestial lady was Folquet de Lunel. Some of his poems cannot be classed with any certainty. The first poem which obtained a prize at the Academy of Mastersingers of",e
"all eyes would sparkle as the pupils listened with rapt attention. Francis of Assisi called one of his disciples ""a knight of his Round Table,"" and three hundred years later Don Quixote lost his reason over the study of those legends; some of the finest works of art of the present time, Wagner's ""Lohengrin,"" ""Tristan and Isolde,"" and ""Parsifal,"" take their subject from the inexhaustible treasure of the Celtic epic cycle. The longing for experience and adventure had laid hold of the imagination to an extraordinary degree. The recital of wondrous adventures no longer satisfied the listener; he yearned to participate in them. The young knight, trained in athletics and courtesy, and possessing a little knowledge of biblical history, left his father's castle to face the unknown world. There was a sanctuary, mysterious, almost supernal, carefully guarded in the dense forest of an inaccessible mountain. A knight whose heart was",e
"establishment of the monogamous system. Free intercourse had been sanctioned by the gods, who suffered no restrictions and modifications, and sacrifices in the shape of a temporary universal unfettering of instinct were required to pacify their anger and reconcile them to the new system. The first and most important of these compromises was the temple-prostitution practised by many nations in Asia Minor, the Greek Archipelago, India and Babylonia. Many a girl gained in this way the marriage portion which enabled her later on to find a husband, to whom she invariably remained strictly loyal. Thus all religious requirements were satisfied. At first this was an annually recurring rite, but gradually it became an isolated ceremony in the life of every female individual. ""In the place of the annual surrender,"" says Priester, ""we now have a single act; the hetaerism of the matrons is succeeded by the hetaerism of the maids;",e
"not propagation, and yet it was an emotion whose loftiness cannot easily be surpassed. With the deification of woman love reached far beyond the beloved into infinitude, and the phenomenon of the love-death renders all the supposed generic purpose of love impossible. But even if we ignored love altogether and admitted the existence of the sexual instinct only, its mysterious endeavour in the interest of the species would still remain pure imagination, and a conception far inferior to that of the winged god of love. The instinct does not possess a trace of ""discretion,"" takes no interest in the weal and woe of humanity, but is utterly selfish, seeking its own gratification and nothing else. The theory which fits so well into Schopenhauer's metaphysics has, without it, neither sense nor support. There is no instinct of philoprogenitiveness, but rather a pairing-instinct, and in addition to this a conscious desire for",e
"a positive value. In the third Elegy, for instance, the poet's sensuality is linked directly to the famous lovers of antiquity, and everything which aspires beyond it is rejected. In the same way his _West-Eastern Divan_ is characterised by a gay sensuality with homo-sexual tendencies. The sensual quality of Goethe's eroticism was partly spent in his relationship with Christiane Vulpius. The following passage, which forms an interesting counterpart to Goethe's famous correspondence with Charlotte von Stein, is taken from a letter written to Christiane Vulpius during his absence from home. ""The beds everywhere are very wide, and you would have no reason for complaint, as you sometimes have at home. Oh, my sweet heart! There is no such happiness on earth as being together."" If Christiane represented sensuality, unrelieved by any other feeling, Frau von Stein represented the most important object of Goethe's craving for spiritual love. These two liaisons",e
"of high love and denunciation of base desire--a trick of his trade--suddenly came to himself and changed his mind. Folquet of Marseilles, for instance, after more than ten years of vain sighing, came to the conclusion that he had been a fool. Deceitful love beguiles the simple fool And binds with magic thongs the hapless wight; That like a moth lured by the candle-light, He hovers, helpless, round the heartless ghoul. I cast thee out and follow other stars Full evil was my meed and recompense-- New courage steels my fainting heart, and hence I kneel at shrines which passion never mars. In an interesting poem Garin the Red implores _Mezura_ to teach him the way to love purely and nobly; but he is anything but pleased with his instructress, and comes to the conclusion that her whole wisdom is ""just good form"" and nothing else. But by my merry",e
"_A Young Hero_, and fairly common among troubadours and minnesingers. (I need only mention Ulrich von Lichtenstein.) There are numerous degrees of this feeling--we frequently come across it in the novels of Dostoievsky, Jacobsen, Strindberg, D'Annunzio, and others--but the essence of it is always contained in the fact that the man, although yearning to worship the beloved woman, cannot maintain himself in the sphere of spiritual love, and aspires to direct physical contact. His attitude, which closely imitates purely spiritual love, cannot be other than sexual. The blending of love and sexuality together with the incapacity of effecting a real synthesis, the confusion of value and pleasure is most clearly shown in the masochist--far more clearly than in the case of the (rare) seeker of love. The outward modes preferred by the individual are a matter of indifference; for the most part they are symbolical acts, indicating the lover's inferiority",e
"details of love according to substance and accidents, Andreas deduced that every love not dedicated to God was bound to offend Him, and advanced eighteen points against the love of woman, starting with the well-known argument that woman was naturally of a base disposition, covetous, envious, greedy, fickle, garrulous, stubborn, proud, vain, sensual, deceitful, etc. ""He who serves love, cannot serve God,"" he declared, ""and God will punish every man who, apart from matrimony, serves Venus. What good could come from acting against the will of God?"" Here we are face to face with a grotesque position: the official Church favouring sexuality, that is matrimony, as against the newer and higher standard of ascetic, spiritual love. This attitude was quite logical, if not in the spirit of religion and in contradiction to the principle of asceticism, yet in the spirit of orthodoxy; for ""whatever was not for her, was against",e
"The _Divine Comedy_ represents the journey of humanity through the kingdoms of the world in a manner unique and representative, applicable alike to all men, in the sense of the Catholic Middle Ages. The fundamental idea of _Faust_ is again the desire of man to find the right way through the world. Here also the journey through life is intended to be typical; it is undertaken five hundred years later; the scene is laid for the most part on the surface of the earth, but the ultimate goal of the wayfarer is Heaven. Hell, instead of being a subterraneous region, is embodied in a presence, accompanying and tempting man; modern man has no faithful guide; he must himself seek the way which to the man of the Middle Ages was clearly indicated in the Bible. The love of his youth (which in the case of Dante fills a book in",e
"appear to his readers a little strained, but no thinking man or woman can read his brilliant _Conclusion_ without denying him the tribute of sincere admiration. In this last chapter he applies Haeckel's biogenetic law to the domain of the spirit. As the human embryo passes through the principal stages of the development of the individual from lower forms of life, so the growing male must pass through the stages of psychical development through which the race has passed. The gynecocratic government of prehistoric time is revived in the nursery, where the mother rules supreme and the sisters dominate. The normal, healthy school-boy, preferring the company of his school-fellows to all others, shunning his mother and sisters, ashamed of his female relatives, is the modern individual representative of those early leagues and unions of young men who opposed matriarchy and finally brought about its overthrow and the establishment of male",e
"with its dazzling sheen. Thus Wagner, the greatest and most inspired exponent of love among modern artists, declared that of all values love was the greatest. His intuitive genius left all the doctrines formulated by Schopenhauer and Buddha far behind and definitely rejected pessimism as a creed. There is an interesting letter from him to Matilda Wesendonk, written while he was composing the music of _Tristan_, and containing modifications of Schopenhauer's philosophy which he considered requisite. ""It is a question of pointing out the road to salvation which no philosopher, not even Schopenhauer, discovered, the road which leads to the perfect pacification of the will through love; I do not mean abstract love for all humanity, but true love, based on sexual love, that is to say love between man and woman."" In _Parsifal_, the last and most mature of all his works, Wagner is breaking new ground. Here love",e
